date|score
2000-01-01|-0.09922214025674864
2000-01-13|0.0
2000-01-18|0.0
2000-01-19|0.0
2000-01-20|0.0
2000-01-28|0.0
2000-02-04|0.0
2000-02-08|0.0
2000-02-10|0.0
2000-02-17|0.0
2000-02-24|0.0
2000-02-25|0.0
2000-03-01|1.0
2000-03-02|0.0
2000-03-03|0.0
2000-03-09|0.0
2000-03-16|0.0
2000-03-17|0.0
2000-03-28|0.0
2000-03-31|0.0
2000-04-05|0.0
2000-04-06|0.0
2000-04-12|0.0
2000-04-13|0.0
2000-04-17|0.0
2000-04-28|0.0
2000-05-11|0.0
2000-05-18|0.0
2000-05-26|0.0
2000-06-08|0.0
2000-06-14|0.0
2000-06-15|0.0
2000-06-28|0.0
2000-06-30|0.0
2000-07-01|0.0
2000-07-05|0.0
2000-07-13|0.0
2000-07-17|0.0
2000-07-20|0.0
2000-07-28|0.0
2000-08-10|0.0
2000-08-11|0.0
2000-08-17|0.0
2000-08-25|0.0
2000-09-07|0.0
2000-09-08|0.0
2000-09-14|0.0
2000-09-29|0.0
2000-10-04|0.0
2000-10-06|0.0
2000-10-12|0.0
2000-10-18|0.0
2000-10-19|0.0
2000-10-23|0.0
2000-10-27|0.0
2000-11-01|0.0
2000-11-08|0.0
2000-11-09|0.0
2000-11-16|0.0
2000-11-21|0.0
2000-11-24|0.0
2000-12-07|0.0
2000-12-08|0.0
2000-12-13|0.0
2000-12-14|0.0
2000-12-20|0.0
2000-12-22|0.0
2001-01-01|0.09320206481676835
2001-01-07|0.0
2001-01-08|0.0
2001-01-11|0.0
2001-01-18|0.0
2001-01-25|0.0
2001-01-29|0.0
2001-02-08|0.0
2001-02-15|0.0
2001-02-20|0.0
2001-02-22|0.0
2001-02-23|0.0
2001-03-01|0.0
2001-03-07|0.0
2001-03-08|0.0
2001-03-15|0.0
2001-03-16|0.0
2001-03-22|0.0
2001-03-25|0.0
2001-03-28|0.0
2001-03-30|0.0
2001-04-01|0.0
2001-04-11|0.0
2001-04-12|0.0
2001-04-13|0.0
2001-04-18|0.0
2001-04-19|0.0
2001-04-27|0.0
2001-05-02|0.0
2001-05-06|0.0
2001-05-10|0.0
2001-05-17|0.0
2001-05-18|0.0
2001-05-25|0.0
2001-05-30|0.0
2001-05-31|0.0
2001-06-01|0.9999998807907104
2001-06-06|3.141164779663086e-05
2001-06-07|0.0
2001-06-14|0.0
2001-06-24|0.0
2001-06-29|0.0
2001-07-11|0.0
2001-07-12|0.0
2001-07-13|0.0
2001-07-19|0.0
2001-07-27|0.0
2001-08-06|0.0
2001-08-09|0.0
2001-08-14|0.0
2001-08-16|0.0
2001-08-20|0.0
2001-08-31|0.0
2001-09-02|0.0
2001-09-09|0.0
2001-09-11|0.24996215105056763
2001-09-13|0.0
2001-09-14|0.0
2001-09-16|0.0
2001-09-18|0.0
2001-09-20|0.0
2001-09-26|0.0
2001-09-28|0.0
2001-09-30|0.0
2001-10-07|0.0
2001-10-10|0.0
2001-10-11|0.0
2001-10-16|0.0
2001-10-18|0.0
2001-10-25|0.0
2001-10-26|0.0
2001-10-29|0.0
2001-11-02|0.0
2001-11-08|0.0
2001-11-11|0.0
2001-11-14|0.0
2001-11-15|0.0
2001-11-23|0.0
2001-11-28|0.0
2001-11-30|0.0
2001-12-02|0.0
2001-12-13|0.0
2001-12-17|0.0
2001-12-20|0.0
2001-12-23|0.0
2002-01-01|0.07961551206452507
2002-01-04|0.0
2002-01-13|0.0
2002-01-16|0.0
2002-01-17|0.0
2002-01-22|0.0
2002-01-24|0.0
2002-01-27|0.0
2002-01-30|0.0
2002-02-01|0.0
2002-02-14|0.0
2002-02-17|0.0
2002-02-18|0.0
2002-02-21|0.0
2002-03-01|0.0
2002-03-03|0.0
2002-03-04|0.0
2002-03-07|0.0
2002-03-14|0.0
2002-03-17|0.0
2002-03-20|0.0
2002-03-21|0.0
2002-03-27|0.0
2002-04-01|0.0
2002-04-02|0.0
2002-04-07|0.0
2002-04-08|0.0
2002-04-11|0.0
2002-04-16|0.0
2002-04-18|0.0
2002-04-24|0.0
2002-04-26|0.0
2002-04-28|0.0
2002-05-09|0.0
2002-05-14|0.0
2002-05-16|0.0
2002-05-17|0.0
2002-05-30|0.0
2002-05-31|0.0
2002-06-02|0.0
2002-06-03|0.0
2002-06-06|0.0
2002-06-13|0.0
2002-06-23|0.0
2002-06-28|0.0
2002-06-30|0.0
2002-07-01|0.0
2002-07-11|0.0
2002-07-14|0.0
2002-07-16|0.0
2002-07-18|0.0
2002-07-26|0.0
2002-08-04|0.0
2002-08-08|0.0
2002-08-13|0.0
2002-08-15|0.0
2002-08-30|0.0
2002-09-08|0.0
2002-09-12|0.0
2002-09-18|0.0
2002-09-19|0.0
2002-09-27|0.0
2002-09-29|0.0
2002-10-10|0.0
2002-10-16|0.0
2002-10-17|0.0
2002-10-21|0.0
2002-10-25|0.0
2002-11-07|0.0
2002-11-12|0.0
2002-11-14|0.0
2002-11-17|0.0
2002-11-24|0.0
2002-11-29|0.0
2002-12-04|0.0
2002-12-08|0.0
2002-12-12|0.0
2002-12-15|0.0
2002-12-16|0.0
2002-12-19|0.0
2002-12-24|0.0
2003-01-01|-0.051401899141423846
2003-01-12|0.0
2003-01-16|0.0
2003-01-21|0.0
2003-01-23|0.0
2003-01-24|0.0
2003-01-31|0.0
2003-02-13|0.0
2003-02-18|0.0
2003-02-19|0.0
2003-02-20|0.0
2003-02-23|0.0
2003-02-28|0.0
2003-03-02|0.0
2003-03-06|0.0
2003-03-13|0.0
2003-03-19|0.0
2003-03-20|0.0
2003-03-21|0.0
2003-03-23|0.0
2003-03-28|0.0
2003-04-01|0.0
2003-04-07|0.0
2003-04-10|0.0
2003-04-15|0.0
2003-04-29|0.0
2003-05-04|0.0
2003-05-08|0.0
2003-05-14|0.0
2003-05-27|0.0
2003-06-12|0.0
2003-06-16|0.0
2003-06-19|0.0
2003-06-29|0.0
2003-07-01|0.0
2003-07-04|0.0
2003-07-10|0.0
2003-07-11|-0.9997568726539612
2003-07-12|0.0
2003-07-13|0.0
2003-07-20|0.0
2003-07-27|0.0
2003-08-03|0.0
2003-08-07|0.0
2003-08-12|0.0
2003-08-17|0.0
2003-08-19|0.0
2003-09-04|0.0
2003-09-09|0.0
2003-09-11|0.0
2003-09-21|0.0
2003-10-03|0.0
2003-10-08|0.0
2003-10-09|0.0
2003-10-12|0.0
2003-10-13|0.0
2003-10-21|0.0
2003-10-25|0.0
2003-10-26|0.0
2003-11-05|0.0
2003-11-06|0.0
2003-11-09|0.0
2003-11-11|0.0
2003-11-13|0.0
2003-11-26|0.0
2003-11-30|0.0
2003-12-01|0.0
2003-12-11|0.0
2003-12-14|0.0
2003-12-18|0.0
2004-01-01|0.04239427903667092
2004-01-03|0.0
2004-01-09|0.0
2004-01-11|0.0
2004-01-15|0.0
2004-01-17|0.0
2004-01-20|-0.49992847442626953
2004-01-28|0.0
2004-01-31|0.0
2004-02-01|0.0
2004-02-03|0.0
2004-02-05|0.0
2004-02-08|-0.9993963241577148
2004-02-10|0.0
2004-02-12|0.0
2004-02-13|0.0
2004-02-17|0.0
2004-02-19|0.0
2004-03-01|0.0
2004-03-03|0.0
2004-03-07|0.0
2004-03-09|0.0
2004-03-11|0.0
2004-03-17|0.0
2004-03-18|0.0
2004-03-19|0.0
2004-04-01|0.0
2004-04-02|0.0
2004-04-06|0.0
2004-04-08|0.0
2004-04-13|0.0
2004-04-15|0.0
2004-04-29|0.0
2004-05-01|0.0
2004-05-03|0.0
2004-05-06|0.0
2004-05-12|0.0
2004-05-13|0.0
2004-05-18|0.0
2004-05-20|0.0
2004-06-01|0.0
2004-06-10|0.0
2004-06-11|0.0
2004-06-15|0.0
2004-06-16|0.0
2004-06-17|0.0
2004-06-22|0.0
2004-06-23|0.0
2004-07-01|0.0
2004-07-02|0.0
2004-07-08|0.0
2004-07-26|0.0
2004-07-27|0.0
2004-07-30|0.0
2004-08-01|0.0
2004-08-12|0.0
2004-08-15|0.0
2004-08-19|0.0
2004-09-09|0.0
2004-09-16|0.0
2004-09-21|0.0
2004-10-01|-0.3332578142484029
2004-10-07|0.0
2004-10-09|0.0
2004-10-14|0.0
2004-10-19|0.0
2004-10-20|0.0
2004-10-30|0.0
2004-11-01|0.0
2004-11-02|0.0
2004-11-11|0.0
2004-11-18|0.0
2004-11-28|0.0
2004-11-30|0.0
2004-12-09|0.0
2004-12-16|0.0
2004-12-31|-0.4998205304145813
2005-01-01|-0.023850027104498635
2005-01-04|0.0
2005-01-07|0.0
2005-01-13|0.0
2005-01-20|0.0
2005-01-21|0.0
2005-02-01|0.0
2005-02-10|0.0
2005-02-17|0.0
2005-03-06|-0.9999985694885254
2005-03-10|0.0
2005-03-11|0.0
2005-03-17|0.0
2005-03-21|0.0
2005-03-31|0.0
2005-04-01|0.0
2005-04-05|0.0
2005-04-07|0.0
2005-04-14|0.0
2005-05-02|0.0
2005-05-06|0.0
2005-05-12|0.0
2005-05-19|0.0
2005-06-09|0.0
2005-06-16|0.0
2005-06-17|0.0
2005-06-25|-0.9999932050704956
2005-06-27|0.0
2005-07-01|0.0
2005-07-07|0.0
2005-07-14|0.0
2005-07-21|0.0
2005-07-28|0.0
2005-08-11|0.0
2005-08-18|0.0
2005-08-20|0.0
2005-09-08|0.0
2005-09-15|0.0
2005-10-06|0.0
2005-10-07|0.0
2005-10-13|0.0
2005-10-17|0.0
2005-10-20|0.0
2005-11-07|-0.9896396398544312
2005-11-10|0.0
2005-11-17|0.0
2005-12-08|0.0
2005-12-15|0.0
2005-12-16|0.0
2005-12-19|-0.9999973773956299
2005-12-31|0.0
2006-01-01|-0.10919709389026348
2006-01-06|0.0
2006-01-12|0.0
2006-01-19|0.0
2006-01-25|0.0
2006-01-26|0.0
2006-02-01|-0.9999896287918091
2006-02-06|-0.4488202631473541
2006-02-09|0.0
2006-02-16|0.0
2006-03-09|0.0
2006-03-14|0.0
2006-03-16|0.0
2006-03-17|0.0
2006-03-30|0.0
2006-04-03|0.0
2006-04-06|0.0
2006-04-08|-0.999930739402771
2006-04-13|0.0
2006-04-14|0.0
2006-05-08|0.0
2006-05-11|0.0
2006-05-16|0.0
2006-05-18|0.0
2006-06-08|0.0
2006-06-15|0.0
2006-06-19|0.0
2006-06-30|0.0
2006-07-07|0.0
2006-07-13|0.0
2006-07-20|0.0
2006-07-25|0.0
2006-07-30|0.0
2006-08-10|0.0
2006-08-17|0.0
2006-09-07|0.0
2006-09-14|0.0
2006-09-15|0.0
2006-09-21|0.0
2006-10-06|0.0
2006-10-12|0.0
2006-10-19|0.0
2006-10-22|0.0
2006-10-29|0.0
2006-10-31|0.0
2006-11-01|0.0
2006-11-05|0.0
2006-11-09|0.0
2006-11-12|0.0
2006-11-16|0.0
2006-11-19|0.0
2006-11-20|0.0
2006-11-26|0.0
2006-12-06|0.0
2006-12-07|0.0
2006-12-14|0.0
2006-12-15|0.0
2006-12-31|0.0
2007-01-01|-0.034505071035071985
2007-01-05|0.0
2007-01-10|0.0
2007-01-11|0.0
2007-01-18|0.0
2007-01-24|0.0
2007-01-28|0.0
2007-02-08|0.0
2007-02-15|0.0
2007-02-25|0.0
2007-03-02|0.0
2007-03-15|0.0
2007-03-20|0.0
2007-03-22|0.0
2007-03-27|0.0
2007-03-31|-0.9999983310699463
2007-04-02|0.0
2007-04-05|0.0
2007-04-12|0.0
2007-04-16|0.0
2007-04-19|0.0
2007-05-05|0.0
2007-05-07|0.0
2007-05-08|0.0
2007-05-10|0.0
2007-05-17|0.0
2007-05-20|0.0
2007-05-27|0.0
2007-06-03|0.0
2007-06-07|0.0
2007-06-14|0.0
2007-06-23|0.0
2007-06-28|0.0
2007-06-30|0.0
2007-07-06|0.0
2007-07-12|0.0
2007-07-14|0.0
2007-07-19|0.0
2007-08-09|0.0
2007-08-12|0.0
2007-08-16|0.0
2007-08-17|0.0
2007-08-20|0.0
2007-08-21|0.0
2007-09-02|0.0
2007-09-06|0.0
2007-09-13|0.0
2007-09-24|0.0
2007-09-30|0.0
2007-10-11|0.0
2007-10-16|0.0
2007-10-18|0.0
2007-10-20|-0.9996254444122314
2007-11-05|0.0
2007-11-08|0.0
2007-11-11|0.0
2007-11-15|0.0
2007-12-07|0.0
2007-12-13|0.0
2007-12-19|0.0
2007-12-20|0.0
2007-12-26|0.0
2007-12-31|0.0
2008-01-01|0.019933919530165822
2008-01-11|0.0
2008-01-15|0.0
2008-01-17|0.0
2008-01-24|0.0
2008-01-26|0.0
2008-01-27|0.0
2008-01-31|0.0
2008-02-06|-0.9999853372573853
2008-02-07|0.0
2008-02-14|0.0
2008-02-21|0.0
2008-02-28|0.0
2008-03-06|0.0
2008-03-13|0.0
2008-03-20|0.0
2008-03-25|0.0
2008-03-27|0.0
2008-04-01|0.0
2008-04-04|0.0
2008-04-10|0.0
2008-04-12|-0.4999004304409027
2008-04-14|0.0
2008-04-16|0.0
2008-04-17|0.0
2008-04-25|0.0
2008-04-30|-0.9999988079071045
2008-05-03|0.0
2008-05-07|-0.49999940395355225
2008-05-08|0.0
2008-05-09|0.0
2008-05-15|0.0
2008-05-22|0.0
2008-05-28|0.0
2008-05-30|-0.9919165968894958
2008-06-01|0.0
2008-06-04|0.0
2008-06-08|0.0
2008-06-12|0.0
2008-06-13|0.0
2008-06-19|0.0
2008-06-24|0.0
2008-06-30|0.0
2008-07-03|0.0
2008-07-10|0.0
2008-07-17|0.0
2008-07-28|-0.39370688796043396
2008-08-06|0.0
2008-08-07|0.0
2008-08-13|0.0
2008-08-14|0.0
2008-08-17|0.0
2008-08-29|0.0
2008-09-11|0.0
2008-09-14|0.0
2008-09-17|0.0
2008-09-18|0.0
2008-09-20|0.0
2008-10-01|0.0
2008-10-03|0.0
2008-10-05|0.0
2008-10-09|0.0
2008-10-10|0.0
2008-10-12|0.0
2008-10-14|0.0
2008-10-16|0.0
2008-10-26|0.0
2008-10-31|0.0
2008-11-02|0.0
2008-11-06|0.0
2008-11-11|0.0
2008-11-13|0.0
2008-12-11|0.0
2008-12-12|0.0
2008-12-14|0.0
2008-12-18|0.0
2008-12-19|0.0
2008-12-21|0.0
2008-12-28|0.0
2009-01-01|-0.10321948518100967
2009-01-06|0.0
2009-01-11|0.0
2009-01-12|0.0
2009-01-15|0.0
2009-01-16|0.0
2009-01-21|0.0
2009-01-22|0.0
2009-01-23|0.0
2009-02-08|0.0
2009-02-09|0.0
2009-02-10|0.0
2009-02-12|0.0
2009-02-13|0.0
2009-02-19|0.0
2009-02-22|0.0
2009-03-06|0.0
2009-03-08|0.0
2009-03-12|0.0
2009-03-19|0.0
2009-03-22|0.0
2009-03-24|0.0
2009-03-27|0.0
2009-03-30|0.0
2009-04-01|-0.999816358089447
2009-04-03|0.0
2009-04-07|0.0
2009-04-09|0.0
2009-04-10|0.0
2009-04-16|0.0
2009-04-17|0.0
2009-05-02|0.0
2009-05-03|0.0
2009-05-07|0.0
2009-05-14|0.0
2009-05-15|0.0
2009-05-19|0.0
2009-05-22|0.0
2009-05-23|0.0
2009-06-02|0.0
2009-06-08|0.0
2009-06-11|0.0
2009-06-18|0.0
2009-06-21|0.0
2009-06-30|0.0
2009-07-03|0.0
2009-07-09|0.0
2009-07-13|0.0
2009-07-16|0.0
2009-07-26|0.0
2009-07-30|0.0
2009-07-31|0.0
2009-08-04|0.0
2009-08-06|0.0
2009-08-13|0.0
2009-08-21|0.0
2009-08-25|0.0
2009-09-06|0.0
2009-09-08|0.0
2009-09-10|0.0
2009-09-13|0.0
2009-09-14|0.0
2009-09-17|0.0
2009-09-20|0.0
2009-09-27|0.0
2009-09-30|0.0
2009-10-02|0.0
2009-10-07|0.0
2009-10-08|0.0
2009-10-09|0.0
2009-10-12|0.0
2009-10-15|0.0
2009-10-25|0.0
2009-11-01|0.0
2009-11-12|0.0
2009-11-13|0.0
2009-11-19|0.0
2009-12-04|0.0
2009-12-08|0.0
2009-12-10|-0.19999821186065675
2009-12-17|0.0
2009-12-21|0.0
2009-12-31|0.49995094537734985
2010-01-01|-0.024192006406137497
2010-01-02|0.0
2010-01-08|0.0
2010-01-10|0.0
2010-01-14|0.0
2010-01-21|0.0
2010-02-02|0.0
2010-02-11|0.0
2010-02-18|0.0
2010-03-01|-0.9999603033065796
2010-03-04|0.0
2010-03-08|0.0
2010-03-11|0.0
2010-03-18|0.0
2010-03-24|0.0
2010-04-01|0.0
2010-04-08|0.0
2010-04-09|0.0
2010-04-15|0.0
2010-04-16|0.0
2010-04-18|0.0
2010-04-29|0.0
2010-05-01|0.0
2010-05-07|0.0
2010-05-11|0.0
2010-05-12|0.0
2010-05-13|0.0
2010-05-14|0.0
2010-05-20|0.0
2010-05-30|0.0
2010-06-01|0.0
2010-06-03|0.0
2010-06-04|0.0
2010-06-10|0.0
2010-06-17|0.0
2010-06-21|0.0
2010-06-30|0.0
2010-07-01|0.0
2010-07-08|0.0
2010-07-15|0.0
2010-07-16|0.0
2010-07-24|0.0
2010-08-12|0.0
2010-08-19|0.0
2010-08-20|0.0
2010-09-02|0.0
2010-09-09|-0.1903679221868515
2010-09-16|0.0
2010-10-07|0.0
2010-10-08|0.0
2010-10-11|0.0
2010-10-14|0.0
2010-10-28|0.0
2010-10-30|0.0
2010-11-01|0.0
2010-11-11|0.0
2010-11-16|0.0
2010-11-18|0.0
2010-11-26|0.0
2010-12-08|0.0
2010-12-09|-0.21072014172871908
2010-12-13|0.0
2010-12-15|0.0
2010-12-16|0.0
2010-12-26|0.0
2010-12-31|0.0
2011-01-01|-0.20085212834384464
2011-01-07|0.0
2011-01-11|-0.8278465270996094
2011-01-13|-0.3210453987121582
2011-01-18|0.0
2011-01-20|0.0
2011-02-02|0.0
2011-02-08|0.0
2011-02-10|0.0
2011-02-11|0.0
2011-02-17|0.0
2011-02-21|0.0
2011-02-25|0.0
2011-03-03|0.0
2011-03-10|0.0
2011-03-17|0.0
2011-03-18|0.0
2011-03-22|0.0
2011-03-24|0.0
2011-03-28|0.0
2011-03-31|0.0
2011-04-01|0.0
2011-04-05|0.0
2011-04-07|-0.23348029454549155
2011-04-08|0.0
2011-04-13|0.0
2011-04-14|0.0
2011-04-16|0.0
2011-04-17|0.0
2011-04-18|0.0
2011-04-25|0.0
2011-04-27|0.0
2011-04-28|0.0
2011-04-30|0.0
2011-05-09|0.0
2011-05-12|0.0
2011-05-15|0.0
2011-05-19|0.0
2011-05-24|0.0
2011-05-25|0.04357986648877462
2011-05-26|0.0
2011-05-30|0.0
2011-06-03|0.0
2011-06-05|0.0
2011-06-09|0.0
2011-06-10|0.0
2011-06-13|0.0
2011-06-15|0.0
2011-06-16|0.0
2011-06-29|0.0
2011-06-30|-0.9998453855514526
2011-07-03|0.0
2011-07-05|0.0
2011-07-07|0.0
2011-07-14|0.0
2011-07-19|0.0
2011-08-03|0.0
2011-08-05|0.0
2011-08-09|0.0
2011-08-11|0.0
2011-08-14|0.0
2011-08-15|-0.2734159032503764
2011-08-18|0.0
2011-08-19|0.0
2011-08-21|0.0
2011-08-25|0.0
2011-08-28|0.0
2011-08-30|0.0
2011-08-31|0.0
2011-09-01|0.0
2011-09-04|0.0
2011-09-06|0.0
2011-09-08|0.0
2011-09-10|0.0
2011-09-15|0.0
2011-09-18|0.0
2011-09-20|0.0
2011-09-23|0.0
2011-09-27|0.0
2011-09-28|0.0
2011-10-01|0.0
2011-10-08|0.0
2011-10-09|0.0
2011-10-11|0.0
2011-10-13|0.0
2011-10-20|0.0
2011-10-22|0.0
2011-10-23|-0.13205686807632447
2011-10-26|0.0
2011-10-27|0.0
2011-10-30|0.0
2011-11-01|0.0
2011-11-04|0.0
2011-11-09|0.0
2011-11-10|0.0
2011-11-15|0.0
2011-11-16|0.0
2011-11-17|0.0
2011-11-20|0.0
2011-11-24|0.0
2011-11-27|0.0
2011-11-30|0.0
2011-12-05|0.0
2011-12-06|0.0
2011-12-08|0.0
2011-12-11|0.0
2011-12-15|0.0
2011-12-17|0.0
2011-12-19|0.0
2011-12-31|-0.4449510872364044
2012-01-01|0.023677670594417687
2012-01-02|0.0
2012-01-17|0.0
2012-01-19|0.0
2012-01-23|0.0
2012-01-24|0.0
2012-01-25|0.0
2012-02-02|0.0
2012-02-03|0.0
2012-02-05|0.0
2012-02-13|0.0
2012-02-16|-0.23408869902292886
2012-02-18|0.0
2012-02-23|0.0
2012-03-01|0.9999966621398926
2012-03-04|0.0
2012-03-08|0.0
2012-03-09|0.0
2012-03-15|0.0
2012-03-16|0.0
2012-03-18|0.0
2012-03-22|0.0
2012-04-01|0.0
2012-04-06|0.0
2012-04-08|0.0
2012-04-10|0.0
2012-04-11|0.0
2012-04-12|0.0
2012-04-13|0.0
2012-04-19|0.0
2012-04-20|0.0
2012-04-22|0.0
2012-05-02|0.0
2012-05-06|0.0
2012-05-07|0.0
2012-05-10|-0.1778140366077423
2012-05-17|0.0
2012-05-31|0.0
2012-06-01|0.0
2012-06-03|0.0
2012-06-04|0.0
2012-06-06|0.0
2012-06-07|0.0
2012-06-08|0.0
2012-06-10|0.0
2012-06-14|0.0
2012-06-15|0.0
2012-06-17|0.0
2012-06-30|-0.14211249351501465
2012-07-05|0.0
2012-07-10|0.0
2012-07-12|0.0
2012-07-19|0.0
2012-07-20|0.0
2012-07-26|0.0
2012-08-01|0.0
2012-08-09|0.0
2012-08-12|0.0
2012-08-13|0.0
2012-08-16|0.0
2012-09-01|0.0
2012-09-06|-0.2158740758895874
2012-09-09|0.0
2012-09-10|0.0
2012-09-11|0.0
2012-09-13|0.0
2012-09-22|0.0
2012-09-30|0.0
2012-10-07|0.0
2012-10-11|0.0
2012-10-18|0.0
2012-10-22|0.0
2012-10-26|0.0
2012-10-28|0.0
2012-11-04|0.0
2012-11-05|0.0
2012-11-08|-0.2128695249557495
2012-11-10|0.0
2012-11-15|0.0
2012-11-22|0.0
2012-12-01|0.0
2012-12-02|0.0
2012-12-06|-0.22253002723058066
2012-12-09|0.0
2012-12-10|0.0
2012-12-13|0.0
2012-12-17|0.0
2012-12-27|0.0
2012-12-31|0.0
2013-01-01|-0.0600331344387748
2013-01-07|0.0
2013-01-16|0.465013325214386
2013-01-17|0.0
2013-01-24|0.0
2013-01-30|0.0
2013-02-05|0.0
2013-02-07|0.0
2013-02-09|0.0
2013-02-14|0.0
2013-02-16|0.0
2013-02-19|0.0
2013-02-23|0.0
2013-03-01|0.0
2013-03-02|0.0
2013-03-07|0.0
2013-03-09|0.0
2013-03-13|0.0
2013-03-14|0.0
2013-03-15|0.0
2013-03-17|0.0
2013-03-18|0.0
2013-03-20|0.0
2013-03-21|0.0
2013-03-23|0.0
2013-03-30|-0.400714710354805
2013-04-05|0.0
2013-04-06|0.0
2013-04-11|0.0
2013-04-12|0.0
2013-04-13|0.0
2013-04-18|0.0
2013-04-20|0.0
2013-04-25|0.0
2013-04-27|0.0
2013-05-01|0.0
2013-05-04|0.0
2013-05-07|0.0
2013-05-09|0.0
2013-05-13|-0.9971544742584229
2013-05-16|0.0
2013-05-18|0.0
2013-05-25|0.0
2013-05-29|0.0
2013-05-31|0.0
2013-06-01|0.0
2013-06-06|0.0
2013-06-08|0.0
2013-06-09|0.0
2013-06-10|0.0
2013-06-12|-0.9981178045272827
2013-06-13|0.0
2013-06-14|-0.9224820733070374
2013-06-15|0.0
2013-06-17|0.0
2013-06-18|-0.9998635053634644
2013-06-20|0.0
2013-06-21|0.0
2013-06-22|0.0
2013-06-28|0.0
2013-06-29|0.0
2013-07-04|0.0
2013-07-06|0.0
2013-07-07|0.0
2013-07-10|0.0
2013-07-11|0.0
2013-07-13|0.0
2013-07-18|0.0
2013-07-20|0.0
2013-07-24|0.0
2013-07-27|0.0
2013-07-30|-0.9971871972084045
2013-07-31|0.9992586970329285
2013-08-01|0.0
2013-08-03|0.0
2013-08-05|0.0
2013-08-06|0.0
2013-08-08|0.0
2013-08-10|0.0
2013-08-12|0.0
2013-08-15|0.0
2013-08-17|0.0
2013-08-20|-0.9925231337547302
2013-08-24|0.0
2013-08-28|0.0
2013-08-30|0.0
2013-08-31|0.0
2013-09-06|-0.04589614272117615
2013-09-07|0.0
2013-09-08|0.0
2013-09-12|0.0
2013-09-14|0.0
2013-09-18|0.0
2013-09-19|0.0
2013-09-20|0.0
2013-09-21|0.0
2013-09-22|0.0
2013-09-27|0.0
2013-09-30|0.0
2013-10-02|0.0
2013-10-05|0.0
2013-10-06|0.0
2013-10-10|-0.21273982524871826
2013-10-12|0.0
2013-10-17|0.0
2013-10-19|0.0
2013-10-20|0.0
2013-10-23|0.0
2013-10-26|0.0
2013-10-27|0.0
2013-11-02|0.0
2013-11-06|0.0
2013-11-07|0.0
2013-11-09|0.0
2013-11-13|0.0
2013-11-14|0.0
2013-11-16|0.0
2013-11-21|0.0
2013-11-22|0.0
2013-11-23|0.0
2013-11-28|0.0
2013-11-30|0.0
2013-12-05|0.0
2013-12-07|0.0
2013-12-11|0.0
2013-12-12|0.0
2013-12-14|0.0
2013-12-16|0.0
2013-12-19|0.0
2013-12-21|0.0
2013-12-23|0.0
2013-12-24|0.0
2013-12-25|0.0
2013-12-28|0.0
2013-12-30|0.0
2013-12-31|0.0
2014-01-01|-0.021820099386450364
2014-01-02|0.0
2014-01-03|0.0
2014-01-04|0.0
2014-01-11|0.0
2014-01-12|0.0
2014-01-14|0.0
2014-01-15|-0.9999738931655884
2014-01-16|-0.24999424815177917
2014-01-17|-0.49996769428253174
2014-01-18|0.0
2014-01-23|-0.2499999701976776
2014-01-25|0.0
2014-01-26|0.0
2014-02-01|0.0
2014-02-05|0.0
2014-02-07|-0.9997432827949524
2014-02-08|0.0
2014-02-11|0.0
2014-02-12|-0.9999986886978149
2014-02-13|0.0
2014-02-17|0.0
2014-02-19|-0.9999518394470215
2014-02-20|-0.4999985694885254
2014-02-22|0.0
2014-03-01|0.0
2014-03-08|0.0
2014-03-10|0.0
2014-03-12|0.0
2014-03-13|0.0
2014-03-14|0.0
2014-03-15|0.0
2014-03-17|0.0
2014-03-20|0.0
2014-03-22|0.0
2014-03-24|0.0
2014-03-25|0.0
2014-03-26|0.0
2014-03-28|0.0
2014-03-29|0.0
2014-03-30|0.0
2014-04-01|0.0
2014-04-03|0.0
2014-04-05|0.0
2014-04-07|0.0
2014-04-10|-0.1788049042224884
2014-04-11|0.0
2014-04-12|0.0
2014-04-17|0.0
2014-04-19|0.0
2014-04-20|0.0
2014-04-23|0.0
2014-05-01|-0.9999258518218994
2014-05-03|0.0
2014-05-08|0.0
2014-05-09|0.0
2014-05-10|0.0
2014-05-15|0.0
2014-05-16|0.0
2014-05-17|0.0
2014-05-20|0.0
2014-05-21|-0.9999812841415405
2014-05-24|0.0
2014-05-28|-0.4999997019767761
2014-05-31|0.0
2014-06-01|0.0
2014-06-06|0.0
2014-06-07|0.0
2014-06-08|0.0
2014-06-12|0.0
2014-06-14|0.0
2014-06-18|0.0
2014-06-19|0.0
2014-06-21|0.0
2014-06-23|-0.9999570846557617
2014-06-24|0.0
2014-06-25|0.0
2014-06-28|0.0
2014-06-30|0.0
2014-07-04|0.0
2014-07-05|0.0
2014-07-07|0.0
2014-07-08|0.0
2014-07-10|0.0
2014-07-12|0.0
2014-07-17|0.0
2014-07-18|0.0
2014-07-19|0.0
2014-07-22|0.0
2014-07-26|0.0
2014-07-31|0.0
2014-08-01|0.0
2014-08-02|0.0
2014-08-05|0.0
2014-08-07|0.0
2014-08-09|0.0
2014-08-14|0.0
2014-08-15|0.0
2014-08-16|0.0
2014-08-18|0.0
2014-08-20|0.0
2014-08-23|0.0
2014-08-30|0.0
2014-09-01|0.0
2014-09-05|0.0
2014-09-06|0.0
2014-09-07|0.0
2014-09-10|0.0
2014-09-11|-0.17779548466205597
2014-09-13|0.0
2014-09-16|0.9497219324111938
